original_url,basename,roles,posts,attempts,reasons
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-28-at-1.33.57-PM.jpeg,whatsapp-image-2026-04-28-at-1.33.57-pm.jpeg,featured|inline,why-is-it-so-hard-to-lose-weight-while-breastfeeding|what-to-drink-to-boost-breast-milk-production-at-home,9,
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-28-at-1.20.12-PM.jpeg,whatsapp-image-2026-04-28-at-1.20.12-pm.jpeg,inline|featured,why-is-it-so-hard-to-lose-weight-while-breastfeeding|when-do-you-lose-the-most-weight-while-breastfeeding|what-to-drink-to-boost-breast-milk-production-at-home,9,
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-28-at-1.15.16-PM.jpeg,whatsapp-image-2026-04-28-at-1.15.16-pm.jpeg,inline|featured,why-is-it-so-hard-to-lose-weight-while-breastfeeding|when-do-you-lose-the-most-weight-while-breastfeeding|what-to-drink-to-boost-breast-milk-production-at-home,9,
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-28-at-1.15.15-PM.jpeg,whatsapp-image-2026-04-28-at-1.15.15-pm.jpeg,inline|featured,when-do-you-lose-the-most-weight-while-breastfeeding|what-should-a-mother-avoid-eating-while-breastfeeding,9,
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-28-at-12.52.53-PM.jpeg,whatsapp-image-2026-04-28-at-12.52.53-pm.jpeg,inline|featured,what-should-a-mother-avoid-eating-while-breastfeeding|what-is-the-6-6-6-rule-for-breastfeeding-myth-vs-reality,9,
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-28-at-12.52.52-PM-1.jpeg,whatsapp-image-2026-04-28-at-12.52.52-pm-1.jpeg,inline|featured,what-should-a-mother-avoid-eating-while-breastfeeding|what-is-the-6-6-6-rule-for-breastfeeding-myth-vs-reality|what-is-the-4-4-4-rule-for-breastfeeding-a-simple-guide-for-moms,9,
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-28-at-12.52.52-PM.jpeg,whatsapp-image-2026-04-28-at-12.52.52-pm.jpeg,inline|featured,what-is-the-6-6-6-rule-for-breastfeeding-myth-vs-reality|what-is-the-4-4-4-rule-for-breastfeeding-a-simple-guide-for-moms|what-is-the-3-3-3-rule-for-breast-milk-everything-you-need-to-know,9,
https://mothrly.com/wp-content/uploads/2026/04/2-hours.jpeg,2-hours.jpeg,inline|featured,what-is-the-4-4-4-rule-for-breastfeeding-a-simple-guide-for-moms|what-is-the-3-3-3-rule-for-breast-milk-everything-you-need-to-know|does-feeding-every-2-hours-increase-milk-supply|foods-that-increase-breast-milk-vs-foods-you-should-avoid-a-complete-guide-for-indian-mothers|do-grapes-ginger-herbal-teas-affect-breast-milk|indian-foods-to-increase-breast-milk-supply|how-to-increase-breast-milk-naturally|how-to-increase-breast-milk-supply|vegetarian-pregnancy-diet-plan-all-9-months|weekly-pregnancy-diet-plan-for-indian-women|second-trimester-pregnancy-diet-plan|first-trimester-pregnancy-diet-plan|pregnancy-diet-plan|pineapple-in-pregnancy|how-to-hold-a-baby-when-breastfeeding|what-is-a-mother|newborn-sleep-patterns-what-to-expect-in-the-third-month|why-every-new-mother-may-need-a-lactation-consultant|10-essential-nutrition-tips-for-a-healthy-pregnancy|doula-vs-midwife-who-cares-for-you-and-your-baby,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/04/JEERA-WATER.jpeg,jeera-water.jpeg,inline|featured,what-is-the-3-3-3-rule-for-breast-milk-everything-you-need-to-know|does-feeding-every-2-hours-increase-milk-supply|does-jeera-water-really-increase-breast-milk|foods-that-increase-breast-milk-vs-foods-you-should-avoid-a-complete-guide-for-indian-mothers|how-much-walking-is-safe-during-pregnancy|do-grapes-ginger-herbal-teas-affect-breast-milk|indian-foods-to-increase-breast-milk-supply|how-to-increase-breast-milk-naturally|how-to-increase-breast-milk-supply|vegetarian-pregnancy-diet-plan-all-9-months|weekly-pregnancy-diet-plan-for-indian-women|second-trimester-pregnancy-diet-plan|first-trimester-pregnancy-diet-plan|pregnancy-diet-plan|pineapple-in-pregnancy|how-to-hold-a-baby-when-breastfeeding|what-is-a-mother|newborn-sleep-patterns-what-to-expect-in-the-third-month|why-every-new-mother-may-need-a-lactation-consultant|10-essential-nutrition-tips-for-a-healthy-pregnancy|doula-vs-midwife-who-cares-for-you-and-your-baby,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/04/POSTPARTUM-BELLY.jpeg,postpartum-belly.jpeg,inline|featured,does-feeding-every-2-hours-increase-milk-supply|does-postpartum-belly-go-away-a-realistic-recovery-guide-for-new-moms|foods-that-increase-breast-milk-vs-foods-you-should-avoid-a-complete-guide-for-indian-mothers|do-grapes-ginger-herbal-teas-affect-breast-milk|indian-foods-to-increase-breast-milk-supply|how-to-increase-breast-milk-naturally|how-to-increase-breast-milk-supply|vegetarian-pregnancy-diet-plan-all-9-months|weekly-pregnancy-diet-plan-for-indian-women|second-trimester-pregnancy-diet-plan|first-trimester-pregnancy-diet-plan|pregnancy-diet-plan|pineapple-in-pregnancy|how-to-hold-a-baby-when-breastfeeding|what-is-a-mother|newborn-sleep-patterns-what-to-expect-in-the-third-month|why-every-new-mother-may-need-a-lactation-consultant|10-essential-nutrition-tips-for-a-healthy-pregnancy|doula-vs-midwife-who-cares-for-you-and-your-baby,9,bingimages: below minimum resolution (42x42) | bingimages: too small (496 bytes)
https://mothrly.com/wp-content/uploads/2026/04/Motherly-Your-Birth-Companion.png,motherly-your-birth-companion.png,inline,does-jeera-water-really-increase-breast-milk|does-postpartum-belly-go-away-a-realistic-recovery-guide-for-new-moms|how-much-walking-is-safe-during-pregnancy,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/04/FOODS.jpeg,foods.jpeg,featured|inline,foods-that-increase-breast-milk-vs-foods-you-should-avoid-a-complete-guide-for-indian-mothers,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/04/HOW-MUCH-WALKING-IS-SAFE.jpeg,how-much-walking-is-safe.jpeg,featured|inline,how-much-walking-is-safe-during-pregnancy,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/04/DO-grapes.jpeg,do-grapes.jpeg,featured,do-grapes-ginger-herbal-teas-affect-breast-milk,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-21-at-3.59.39-PM.jpeg,whatsapp-image-2026-04-21-at-3.59.39-pm.jpeg,inline,do-grapes-ginger-herbal-teas-affect-breast-milk|breastfeeding-rules-every-new-mom-should-know,9,
https://mothrly.com/wp-content/uploads/2026/04/Breastfeeding-rules.jpeg,breastfeeding-rules.jpeg,featured,breastfeeding-rules-every-new-mom-should-know,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-21-at-3.45.30-PM.jpeg,whatsapp-image-2026-04-21-at-3.45.30-pm.jpeg,inline,breastfeeding-rules-every-new-mom-should-know,9,
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-21-at-4.25.18-PM.jpeg,whatsapp-image-2026-04-21-at-4.25.18-pm.jpeg,inline|featured,breastfeeding-rules-every-new-mom-should-know|can-you-walk-10000-steps-during-pregnancy,9,
https://mothrly.com/wp-content/uploads/2026/04/best_indian_foods.jpeg,best_indian_foods.jpeg,inline|featured,breastfeeding-rules-every-new-mom-should-know|indian-foods-to-increase-breast-milk-supply|can-you-walk-10000-steps-during-pregnancy|5-signs-baby-getting-enough-breast-milk,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/04/5signs.jpeg,5signs.jpeg,inline|featured,can-you-walk-10000-steps-during-pregnancy|5-signs-baby-getting-enough-breast-milk,9,bingimages: too small (502 bytes) | bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-03-30-at-6.21.27-PM.jpeg,whatsapp-image-2026-03-30-at-6.21.27-pm.jpeg,inline|featured,5-signs-baby-getting-enough-breast-milk|postpartum-care-in-chennai-the-complete-guide-for-new-mothers|composition-of-breast-milk-understanding-what-human-milk-contains|how-to-increase-breast-milk-supplyafter-c-section-delivery|what-to-eat-to-increase-breast-milkthe-complete-food-guide-for-breastfeeding-mothers|what-to-drink-to-increase-breast-milkthe-complete-guide-for-breastfeeding-mothers|when-does-breast-milk-start-during-pregnancy|third-trimester-pregnancy-diet-plan,9,
https://mothrly.com/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-30-at-6.28.27-PM.jpeg,whatsapp-image-2026-03-30-at-6.28.27-pm.jpeg,inline|featured,5-signs-baby-getting-enough-breast-milk|postpartum-care-in-chennai-the-complete-guide-for-new-mothers|composition-of-breast-milk-understanding-what-human-milk-contains|how-to-increase-breast-milk-supplyafter-c-section-delivery|what-to-eat-to-increase-breast-milkthe-complete-food-guide-for-breastfeeding-mothers|what-to-drink-to-increase-breast-milkthe-complete-guide-for-breastfeeding-mothers|when-does-breast-milk-start-during-pregnancy|third-trimester-pregnancy-diet-plan,9,
https://mothrly.com/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-30-at-5.56.36-PM-1.jpeg,whatsapp-image-2026-03-30-at-5.56.36-pm-1.jpeg,inline|featured,postpartum-care-in-chennai-the-complete-guide-for-new-mothers|composition-of-breast-milk-understanding-what-human-milk-contains|how-to-increase-breast-milk-supplyafter-c-section-delivery|what-to-eat-to-increase-breast-milkthe-complete-food-guide-for-breastfeeding-mothers|what-to-drink-to-increase-breast-milkthe-complete-guide-for-breastfeeding-mothers|when-does-breast-milk-start-during-pregnancy|third-trimester-pregnancy-diet-plan,9,
https://mothrly.com/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-23-at-4.48.39-PM.jpeg,whatsapp-image-2026-03-23-at-4.48.39-pm.jpeg,featured,what-to-eat-to-increase-breast-milkthe-complete-food-guide-for-breastfeeding-mothers,9,
https://mothrly.com/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-23-at-4.33.35-PM.jpeg,whatsapp-image-2026-03-23-at-4.33.35-pm.jpeg,featured,what-to-drink-to-increase-breast-milkthe-complete-guide-for-breastfeeding-mothers,9,
https://mothrly.com/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-23-at-4.33.33-PM.jpeg,whatsapp-image-2026-03-23-at-4.33.33-pm.jpeg,featured,when-does-breast-milk-start-during-pregnancy,9,
https://mothrly.com/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-23-at-4.33.36-PM.jpeg,whatsapp-image-2026-03-23-at-4.33.36-pm.jpeg,featured,how-to-increase-breast-milk-naturally,9,
https://mothrly.com/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-23-at-4.33.34-PM.jpeg,whatsapp-image-2026-03-23-at-4.33.34-pm.jpeg,featured,how-to-increase-breast-milk-supply,9,
https://mothrly.com/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-13-at-5.21.01-PM.jpeg,whatsapp-image-2026-03-13-at-5.21.01-pm.jpeg,featured,vegetarian-pregnancy-diet-plan-all-9-months,9,
https://mothrly.com/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-11-at-8.50.31-PM.jpeg,whatsapp-image-2026-03-11-at-8.50.31-pm.jpeg,featured,third-trimester-pregnancy-diet-plan,9,
https://mothrly.com/wp-content/uploads/2026/03/Blog-image-motherly-1.png,blog-image-motherly-1.png,featured,weekly-pregnancy-diet-plan-for-indian-women,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/02/WhatsApp-Image-2026-03-11-at-8.09.29-PM.jpeg,whatsapp-image-2026-03-11-at-8.09.29-pm.jpeg,featured,second-trimester-pregnancy-diet-plan,9,
https://mothrly.com/wp-content/uploads/2026/02/first-trimester-1.png,first-trimester-1.png,featured,first-trimester-pregnancy-diet-plan,9,bingimages: too small (428 bytes) | bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/02/WhatsApp-Image-2026-03-11-at-8.21.29-PM.jpeg,whatsapp-image-2026-03-11-at-8.21.29-pm.jpeg,featured,pregnancy-diet-plan,9,
https://mothrly.com/wp-content/uploads/2026/02/PAPAYA-BLOG-IMG.png,papaya-blog-img.png,featured,papaya-during-pregnancy,9,bingimages: too small (468 bytes) | bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2026/01/PINEAPPLE-BLOG-IMG.png,pineapple-blog-img.png,featured,pineapple-in-pregnancy,9,bingimages: below minimum resolution (42x42) | bingimages: too small (468 bytes)
https://mothrly.com/wp-content/uploads/2025/11/How-To-Hold-A-Baby-When-Breastfeeding.jpg,how-to-hold-a-baby-when-breastfeeding.jpg,featured,how-to-hold-a-baby-when-breastfeeding,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2025/10/What-Is-a-Mother.jpg,what-is-a-mother.jpg,featured,what-is-a-mother,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2025/08/Newborn-Sleep-Patterns-What-to-Expect-in-the-third-Month.jpg,newborn-sleep-patterns-what-to-expect-in-the-third-month.jpg,featured,newborn-sleep-patterns-what-to-expect-in-the-third-month,9,
https://mothrly.com/wp-content/uploads/2025/08/The-Complete-Guide-Why-Every-New-Mother-May-Need-a-Lactation-Consultant.jpg,the-complete-guide-why-every-new-mother-may-need-a-lactation-consultant.jpg,featured,why-every-new-mother-may-need-a-lactation-consultant,9,
https://mothrly.com/wp-content/uploads/2025/08/10-Essential-Nutrition-Tips-for-a-Healthy-Pregnancy.jpg,10-essential-nutrition-tips-for-a-healthy-pregnancy.jpg,featured,10-essential-nutrition-tips-for-a-healthy-pregnancy,9,bingimages: below minimum resolution (42x42)
https://mothrly.com/wp-content/uploads/2025/07/Doula-vs-Midwife-Who-Cares-for-You-and-Your-Baby.jpg,doula-vs-midwife-who-cares-for-you-and-your-baby.jpg,featured,doula-vs-midwife-who-cares-for-you-and-your-baby,9,
